Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,"WHO Region",NewCases,CaseFatalityRate
Queensland,Australia,-27.4698,153.025,2020/02/24,5,0,1,4,"Western Pacific",3,0
Victoria,Australia,-37.8136,144.963,2020/02/24,4,0,4,0,"Western Pacific",-1,0
"New South Wales",Australia,-33.8688,151.209,2020/02/24,4,0,4,0,"Western Pacific",4,0
"South Australia",Australia,-34.9285,138.601,2020/02/25,2,0,2,0,"Western Pacific",2,0
"New South Wales",Australia,-33.8688,151.209,2020/02/25,4,0,4,0,"Western Pacific",4,0
Queensland,Australia,-27.4698,153.025,2020/02/25,5,0,1,4,"Western Pacific",5,0
Victoria,Australia,-37.8136,144.963,2020/02/25,4,0,4,0,"Western Pacific",-1,0
"New South Wales",Australia,-33.8688,151.209,2020/02/25,4,0,4,0,"Western Pacific",4,0
"South Australia",Australia,-34.9285,138.601,2020/02/25,2,0,2,0,"Western Pacific",2,0
Victoria,Australia,-37.8136,144.963,2020/02/25,4,0,4,0,"Western Pacific",2,0
Queensland,Australia,-27.4698,153.025,2020/02/25,5,0,1,4,"Western Pacific",5,0
,Austria,47.5162,14.5501,2020/02/25,2,0,0,2,Europe,2,0
,Austria,47.5162,14.5501,2020/02/25,2,0,0,2,Europe,0,0
,Bahrain,26.0275,50.55,2020/02/24,1,0,0,1,"Eastern Mediterranean",1,0
,Bahrain,26.0275,50.55,2020/02/24,1,0,0,1,"Eastern Mediterranean",0,0
,Bahrain,26.0275,50.55,2020/02/25,23,0,0,23,"Eastern Mediterranean",22,0
,Bahrain,26.0275,50.55,2020/02/25,23,0,0,23,"Eastern Mediterranean",0,0
,Belgium,50.8333,4.46994,2020/02/04,1,0,0,1,Europe,1,0
,Belgium,50.8333,4.46994,2020/02/04,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/05,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/05,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/06,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/06,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/07,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/07,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/08,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/08,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/09,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/09,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/10,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/10,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/11,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/11,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/12,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/12,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/13,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/13,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/14,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/14,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/15,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/15,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/16,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/16,1,0,0,1,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/17,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/17,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/18,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/18,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/19,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/19,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/20,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/20,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/21,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/21,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/22,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/22,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/23,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/23,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/24,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/24,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/25,1,0,1,0,Europe,0,0
,Belgium,50.8333,4.46994,2020/02/25,1,0,1,0,Europe,0,0
,Cambodia,11.55,104.917,2020/01/27,1,0,0,1,"Western Pacific",1,0
,Cambodia,11.55,104.917,2020/01/27,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/28,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/28,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/29,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/29,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/30,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/30,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/31,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/01/31,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/01,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/01,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/02,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/02,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/03,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/03,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/04,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/04,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/05,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/05,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/06,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/06,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/07,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/07,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/08,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/08,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/09,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/09,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/10,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/10,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/11,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/11,1,0,0,1,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/12,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/12,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/13,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/13,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/14,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/14,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/15,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/15,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/16,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/16,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/17,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/17,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/18,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/18,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/19,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/19,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/20,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/20,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/21,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/21,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/22,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/22,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/23,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/23,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/24,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/24,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/25,1,0,1,0,"Western Pacific",0,0
,Cambodia,11.55,104.917,2020/02/25,1,0,1,0,"Western Pacific",0,0
Ontario,Canada,51.2538,-85.3232,2020/01/26,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/26,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/27,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/27,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/01/28,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/28,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/01/28,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/28,1,0,0,1,Americas,0,0
"British Columbia",Canada,53.7267,-127.648,2020/01/29,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/29,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/01/29,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/29,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/01/30,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/30,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/30,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/01/30,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/01/31,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/01/31,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/01/31,3,0,0,3,Americas,0,0
"British Columbia",Canada,53.7267,-127.648,2020/01/31,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/01,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/01,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/01,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/01,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/02,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/02,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/02,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/02,1,0,0,1,Americas,1,0
"British Columbia",Canada,53.7267,-127.648,2020/02/03,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/03,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/03,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/03,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/04,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/04,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/04,1,0,0,1,Americas,1,0
Ontario,Canada,51.2538,-85.3232,2020/02/04,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/05,2,0,0,2,Americas,2,0
Ontario,Canada,51.2538,-85.3232,2020/02/05,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/05,2,0,0,2,Americas,2,0
Ontario,Canada,51.2538,-85.3232,2020/02/05,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/02/06,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/06,2,0,0,2,Americas,2,0
Ontario,Canada,51.2538,-85.3232,2020/02/06,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/06,2,0,0,2,Americas,-1,0
Ontario,Canada,51.2538,-85.3232,2020/02/07,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/07,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/07,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/07,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/08,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/08,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/08,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/08,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/09,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/09,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/09,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/09,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/02/10,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/10,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/10,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/10,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/11,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/11,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/11,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/11,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/12,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/12,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/12,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/12,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/13,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/13,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/13,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/13,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/14,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/14,3,0,0,3,Americas,-1,0
Ontario,Canada,51.2538,-85.3232,2020/02/14,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/14,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/15,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/15,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/15,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/15,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/02/16,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/16,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/16,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/16,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/02/17,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/17,5,0,0,5,Americas,5,0
Ontario,Canada,51.2538,-85.3232,2020/02/17,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/17,5,0,0,5,Americas,5,0
Ontario,Canada,51.2538,-85.3232,2020/02/18,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/18,5,0,0,5,Americas,5,0
Ontario,Canada,51.2538,-85.3232,2020/02/18,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/18,5,0,0,5,Americas,5,0
Ontario,Canada,51.2538,-85.3232,2020/02/19,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/19,5,0,0,5,Americas,5,0
"British Columbia",Canada,53.7267,-127.648,2020/02/19,5,0,0,5,Americas,5,0
Ontario,Canada,51.2538,-85.3232,2020/02/19,3,0,0,3,Americas,-2,0
Ontario,Canada,51.2538,-85.3232,2020/02/20,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/20,5,0,0,5,Americas,5,0
Ontario,Canada,51.2538,-85.3232,2020/02/20,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/20,5,0,0,5,Americas,2,0
Ontario,Canada,51.2538,-85.3232,2020/02/21,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/21,6,0,0,6,Americas,6,0
Ontario,Canada,51.2538,-85.3232,2020/02/21,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/21,6,0,0,6,Americas,6,0
"British Columbia",Canada,53.7267,-127.648,2020/02/22,6,0,0,6,Americas,6,0
Ontario,Canada,51.2538,-85.3232,2020/02/22,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/02/22,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/22,6,0,0,6,Americas,6,0
Ontario,Canada,51.2538,-85.3232,2020/02/23,3,0,0,3,Americas,3,0
"British Columbia",Canada,53.7267,-127.648,2020/02/23,6,0,0,6,Americas,6,0
"British Columbia",Canada,53.7267,-127.648,2020/02/23,6,0,0,6,Americas,6,0
Ontario,Canada,51.2538,-85.3232,2020/02/23,3,0,0,3,Americas,3,0
Ontario,Canada,51.2538,-85.3232,2020/02/24,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/24,6,0,0,6,Americas,6,0
"British Columbia",Canada,53.7267,-127.648,2020/02/24,6,0,0,6,Americas,6,0
Ontario,Canada,51.2538,-85.3232,2020/02/24,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/25,7,0,0,7,Americas,7,0
Ontario,Canada,51.2538,-85.3232,2020/02/25,4,0,0,4,Americas,4,0
Ontario,Canada,51.2538,-85.3232,2020/02/25,4,0,0,4,Americas,4,0
"British Columbia",Canada,53.7267,-127.648,2020/02/25,7,0,0,7,Americas,7,0
,Chile,-35.6751,-71.543,2020/02/23,2,0,0,2,Americas,2,0
,Chile,-35.6751,-71.543,2020/02/23,2,0,0,2,Americas,0,0
,Chile,-35.6751,-71.543,2020/02/24,2,0,0,2,Americas,0,0
,Chile,-35.6751,-71.543,2020/02/24,2,0,0,2,Americas,0,0
,Chile,-35.6751,-71.543,2020/02/25,2,0,0,2,Americas,0,0
,Chile,-35.6751,-71.543,2020/02/25,2,0,0,2,Americas,0,0
Tianjin,China,39.3054,117.323,2020/01/22,4,0,0,4,"Western Pacific",4,0
Sichuan,China,30.6171,102.71,2020/01/22,5,0,0,5,"Western Pacific",1,0
Shanxi,China,37.5777,112.292,2020/01/22,1,0,0,1,"Western Pacific",-4,0
Shanghai,China,31.202,121.449,2020/01/22,9,0,0,9,"Western Pacific",8,0
Shandong,China,36.3427,118.15,2020/01/22,2,0,0,2,"Western Pacific",-7,0
Ningxia,China,37.2692,106.165,2020/01/22,1,0,0,1,"Western Pacific",1,0
Macau,China,22.1667,113.55,2020/01/22,1,0,0,1,"Western Pacific",0,0
Liaoning,China,41.2956,122.608,2020/01/22,2,0,0,2,"Western Pacific",1,0
Jiangxi,China,27.614,115.722,2020/01/22,2,0,0,2,"Western Pacific",0,0
Jiangsu,China,32.9711,119.455,2020/01/22,1,0,0,1,"Western Pacific",-1,0
Guangdong,China,23.3417,113.424,2020/01/22,26,0,0,26,"Western Pacific",25,0
Guangxi,China,23.8298,108.788,2020/01/22,2,0,0,2,"Western Pacific",2,0
Guizhou,China,26.8154,106.875,2020/01/22,1,0,0,1,"Western Pacific",-1,0
Hainan,China,19.1959,109.745,2020/01/22,4,0,0,4,"Western Pacific",3,0
Hunan,China,27.6104,111.709,2020/01/22,4,0,0,4,"Western Pacific",0,0
Hubei,China,30.9756,112.271,2020/01/22,444,17,28,399,"Western Pacific",440,0.0383
Hebei,China,39.549,116.131,2020/01/22,1,0,0,1,"Western Pacific",1,0
Henan,China,37.8957,114.904,2020/01/22,5,0,0,5,"Western Pacific",5,0
Beijing,China,40.1824,116.414,2020/01/22,14,0,0,14,"Western Pacific",14,0
Anhui,China,31.8257,117.226,2020/01/22,1,0,0,1,"Western Pacific",-13,0
Chongqing,China,30.0572,107.874,2020/01/22,6,0,0,6,"Western Pacific",5,0
Fujian,China,26.0789,117.987,2020/01/22,1,0,0,1,"Western Pacific",-5,0
Zhejiang,China,29.1832,120.093,2020/01/22,10,0,0,10,"Western Pacific",9,0
Yunnan,China,24.974,101.487,2020/01/22,1,0,0,1,"Western Pacific",-9,0
Jiangsu,China,32.9711,119.455,2020/01/22,1,0,0,1,"Western Pacific",1,0
Jiangxi,China,27.614,115.722,2020/01/22,2,0,0,2,"Western Pacific",1,0
Liaoning,China,41.2956,122.608,2020/01/22,2,0,0,2,"Western Pacific",2,0
Macau,China,22.1667,113.55,2020/01/22,1,0,0,1,"Western Pacific",-1,0
Ningxia,China,37.2692,106.165,2020/01/22,1,0,0,1,"Western Pacific",0,0
Sichuan,China,30.6171,102.71,2020/01/22,5,0,0,5,"Western Pacific",4,0
Shanxi,China,37.5777,112.292,2020/01/22,1,0,0,1,"Western Pacific",-4,0
